Assembly Accession,Assembly BioSample Description Organism Name,ANI Best ANI match ANI,ANI Best ANI match Assembly,ANI Best ANI match Assembly Coverage,ANI Best ANI match Type Category,ANI Best ANI match Organism,ANI Best ANI match Type Assembly Coverage,ANI Best match status,ANI Category,ANI Check status,ANI Comment,ANI Declared ANI match ANI,ANI Declared ANI match Assembly,ANI Declared ANI match Assembly Coverage,ANI Declared ANI match Type Category,ANI Declared ANI match Organism,ANI Declared ANI match Type Assembly Coverage,ANI Submitted organism,ANI Submitted species,Annotation Count Gene Non-coding,Annotation Count Gene Other,Annotation Count Gene Protein-coding,Annotation Count Gene Pseudogene,Annotation Count Gene Total,Annotation Method,Annotation Provider,Annotation Release Date,Annotation Software Version,Assembly Assembly Method,Assembly Atypical Is Atypical,Assembly Atypical Warnings,Assembly BioProject Accession,Assembly BioProject Lineage Accession,Assembly BioProject Lineage Parent Accessions,Assembly BioProject Lineage Title,Assembly BioSample Accession,Assembly BioSample Attribute Name,Assembly BioSample Attribute Value,Assembly BioSample Biomaterial provider,Assembly BioSample BioProject Accession,Assembly BioSample Collected by,Assembly BioSample Collection date,Assembly BioSample Description Comment,Assembly BioSample Description Organism Name,Assembly BioSample Description Organism Taxonomic ID,Assembly BioSample Description Title,Assembly BioSample Development stage,Assembly BioSample Geographic location,Assembly BioSample Host,Assembly BioSample Identified by,Assembly BioSample Sample Identifiers Database,Assembly BioSample Sample Identifiers Value,Assembly BioSample IFSAC category,Assembly BioSample Isolate,Assembly BioSample Isolate name alias,Assembly BioSample Isolation source,Assembly BioSample Last updated,Assembly BioSample Latitude and Longitude,Assembly BioSample Models,Assembly BioSample Owner Contact Lab,Assembly BioSample Owner Name,Assembly BioSample Package,Assembly BioSample Project name,Assembly BioSample Publication date,Assembly BioSample Sample name,Assembly BioSample Status Status,Assembly BioSample Status When,Assembly BioSample Strain,Assembly BioSample Submission date,Assembly BioSample Tissue,Assembly Level,Assembly Name,Assembly Notes ,Assembly Paired Assembly Accession,Assembly Paired Assembly Name,Assembly Paired Assembly Status,Assembly Refseq Category,Assembly Release Date,Assembly Sequencing Tech,Assembly Status,Assembly Submitter,Assembly Type,Assembly Stats ATGC Count,Assembly Stats Contig L50,Assembly Stats Contig N50,Assembly Stats GC Count,Assembly Stats GC Percent,Assembly Stats Genome Coverage,Assembly Stats Number of Component Sequences,Assembly Stats Number of Contigs,Assembly Stats Number of Scaffolds,Assembly Stats Scaffold L50,Assembly Stats Scaffold N50,Assembly Stats Total Number of Chromosomes,Assembly Stats Total Sequence Length,Assembly Stats Total Ungapped Length,CheckM completeness,CheckM completeness percentile,CheckM contamination,CheckM marker set,CheckM marker set rank,CheckM species tax id,CheckM version,Current Accession,Organism Infraspecific Names Isolate,Organism Infraspecific Names Strain,Organism Name,Organism Taxonomic ID,Source Database,WGS project accession,WGS URL
GCA_022832715.1,Venatorbacter sp. C2-1,97.80000305,GCA_020447205.1,91.52999878,type,Thalassolituus alkanivorans,90.56999969,mismatch,category_na,Failed,na,,no-type,,no_type,na,,Venatorbacter sp. C2-1,Venatorbacter sp. C2-1,,,,,,,,,,unicycler v. v0.4.8,,,PRJNA821423,PRJNA821423,,Venatorbacter sp. C2-1 Genome sequencing,SAMN12292084,strain,C2-1,,PRJNA555094,,2018-02-28,,Venatorbacter sp. C2-1,2597518,Microbe sample from Venatorbacter sp. C2-1,,Pacific Ocean: Mariana trench,,,,MTHM,,,,sediment,2025-08-05T21:12:08.161,,"Microbe, viral or environmental",,Shanghai Ocean University,Microbe.1.0,,2019-07-18T00:00:00.000,,live,2019-07-18T18:00:04.636,C2-1,2019-07-17T17:58:12.590,,Complete Genome,ASM2283271v1,,GCF_022832715.1,GCF_022832715.1-RS_2025_09_07,current,,2022-04-07,PacBio,current,Shanghai Ocean University,haploid,4317714,1,4317714,2292627,53,200,1,1,1,1,4317714,1,4317714,4317714,98.94999695,50,2.660000086,Oceanospirillaceae,family,2597518,v1.2.4,GCA_022832715.1,,C2-1,Venatorbacter sp. C2-1,2597518,SOURCE_DATABASE_GENBANK,,
GCA_024347195.1,Aliamphritea hakodatensis,88.93000031,GCA_017051665.1,81.05999756,type,Aliamphritea spongicola,85.06999969,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Aliamphritea hakodatensis,Aliamphritea hakodatensis,,,,,,,,,,Unicycler v. 0.4.8,,,PRJDB12633,PRJDB12633,,Aliamphritea description,SAMD00425491,sample_name,Aliamphritea hakodatensis PT3T,,PRJDB12633,,2019-08-20,Keywords: GSC:MIxS;MIGS:6.0,Aliamphritea hakodatensis,2895352,Aliamphritea hakodatensis PT3T,,Japan:Hakodate,,,,,,,,,2023-01-03T21:05:56.270,41.81 N 140.72 E,MIGS.ba,,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",MIGS.ba.6.0,Genome taxonomy of Amphritea & Aliamphritea spp.,2022-07-05T00:00:00.000,Aliamphritea hakodatensis PT3T,live,2022-07-06T01:01:10.250,PT3,2022-07-06T01:01:10.250,,Complete Genome,ASM2434719v1,,GCF_024347195.1,GCF_024347195.1-RS_2025_09_29,current,reference genome,2022-07-05,Illumina MiSeq and Nanopore,current,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",haploid,5208344,1,5208344,2718400,52,623,1,1,1,1,5208344,1,5208344,5208344,99.66999817,,3.539999962,Oceanospirillaceae,family,2895352,v1.2.4,GCA_024347195.1,,PT3,Aliamphritea hakodatensis,2895352,SOURCE_DATABASE_GENBANK,,
GCA_024347215.1,Aliamphritea ceti,82.34999847,GCA_024347235.1,48.95999908,type,Aliamphritea spongicola,51.13000107,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Aliamphritea ceti,Aliamphritea ceti,,,,,,,,,,Unicycler v. 0.4.8,,,PRJDB12633,PRJDB12633,,Aliamphritea description,SAMD00425492,sample_name,Aliamphritea ceti KCTC42154T,,PRJDB12633,,missing,Keywords: GSC:MIxS;MIGS:6.0,Aliamphritea ceti,1524258,Aliamphritea ceti KCTC42154T,,missing,,,,,,,,,2023-02-07T21:06:26.662,missing,MIGS.ba,,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",MIGS.ba.6.0,Genome taxonomy of Amphritea & Aliamphritea spp.,2022-07-05T00:00:00.000,Aliamphritea ceti KCTC42154T,live,2022-07-06T01:01:10.287,KCTC 42154,2022-07-06T01:01:10.286,,Complete Genome,ASM2434721v1,,GCF_024347215.1,GCF_024347215.1-RS_2025_09_29,current,reference genome,2022-07-05,Illumina MiSeq and Nanopore,current,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",haploid,5213210,1,5213210,2455891,47,159,1,1,1,1,5213210,1,5213210,5213210,99.62000275,,2.460000038,Oceanospirillaceae,family,1524258,v1.2.4,GCA_024347215.1,,KCTC 42154,Aliamphritea ceti,1524258,SOURCE_DATABASE_GENBANK,,
GCA_024347255.1,Amphritea atlantica,99.98000336,GCA_900111095.1,98.34999847,type,Amphritea atlantica,99.94999695,species_match,type,OK,na,99.98000336,GCA_900111095.1,98.34999847,type,Amphritea atlantica,99.94999695,Amphritea atlantica,Amphritea atlantica,,,,,,,,,,Unicycler v. 0.4.8,,,PRJDB12633,PRJDB12633,,Aliamphritea description,SAMD00425494,sample_name,Amphritea atlantica JCM14776T,,PRJDB12633,,missing,Keywords: GSC:MIxS;MIGS:6.0,Amphritea atlantica,355243,Amphritea atlantica JCM14776T,,missing,,,,,,,,,2022-07-04T20:29:03.000,missing,MIGS.ba,,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",MIGS.ba.6.0,Genome taxonomy of Amphritea & Aliamphritea spp.,2022-07-05T00:00:00.000,Amphritea atlantica JCM14776T,live,2022-07-06T01:01:10.315,JCM 14776,2022-07-06T01:01:10.313,,Complete Genome,ASM2434725v1,,GCF_024347255.1,GCF_024347255.1-RS_2025_09_29,current,reference genome,2022-07-05,Illumina MiSeq and Nanopore,current,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",haploid,4804482,1,4804482,2456198,51,324,1,1,1,1,4804482,1,4804482,4804482,99.93000031,,2.359999895,Oceanospirillaceae,family,355243,v1.2.4,GCA_024347255.1,,JCM 14776,Amphritea atlantica,355243,SOURCE_DATABASE_GENBANK,,
GCA_024347275.1,Amphritea japonica,99.98999786,GCA_016592435.1,98.75,type,Amphritea japonica,99.95999908,species_match,type,OK,na,99.98999786,GCA_016592435.1,98.75,type,Amphritea japonica ATCC BAA-1530,99.95999908,Amphritea japonica,Amphritea japonica,,,,,,,,,,Unicycler v. 0.4.7,,,PRJDB12633,PRJDB12633,,Aliamphritea description,SAMD00493149,sample_name,Amphritea japonica JCM 14782T,,PRJDB12633,,missing,Keywords: GSC:MIxS;MIGS:6.0,Amphritea japonica,452627,Amphritea japonica JCM 14782T,,missing,,,,,,,,,2022-07-04T20:30:04.000,missing,MIGS.ba,,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",MIGS.ba.6.0,Genome taxonomy of Amphritea,2022-07-05T00:00:00.000,Amphritea japonica JCM 14782T,live,2022-07-06T01:01:15.451,JCM 14782,2022-07-06T01:01:15.450,,Complete Genome,ASM2434727v1,,GCF_024347275.1,GCF_024347275.1-RS_2025_09_29,current,reference genome,2022-07-05,Illumina MiSeq; Nanopore,current,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",haploid,3880036,1,3785698,1845338,47.5,296,2,2,2,1,3785698,2,3880036,3880036,100,33.33330154,0.330000013,Oceanospirillaceae,family,452627,v1.2.4,GCA_024347275.1,,JCM 14782,Amphritea japonica,452627,SOURCE_DATABASE_GENBANK,,
GCA_024397855.1,Marinomonas rhizomae,87.12999725,GCA_003337275.1,62.75999832,type,Marinomonas foliarum,65.93000031,below_threshold_mismatch,category_na,Inconclusive,na,85.59999847,GCA_003315485.1,63.15999985,type,Marinomonas rhizomae,62.38999939,Marinomonas rhizomae,Marinomonas rhizomae,110,,3948,22,4080,Best-placed reference protein set; GeneMarkS-2+,NCBI,2021-04-21,5.1,Unicycler v. 0.4.8,,,PRJNA685000,PRJNA685000,,Metagenomic studies of microbial diversity in East Anglia coastal seawater,SAMN18739890,collection_date,2018-01,,PRJNA685000,,2018-01,,Marinomonas rhizomae,491948,Microbe sample from Marinomonas rhizomae,,not collected,,,,MB12-11,,,,surface seawater,2022-05-02T00:50:26.550,,"Microbe, viral or environmental",,Ocean university of China,Microbe.1.0,,2022-05-02T00:50:26.550,,live,2022-05-02T00:50:26.550,MB12-11,2021-04-14T02:00:17.953,,Complete Genome,ASM2439785v1,,GCF_024397855.1,GCF_024397855.1-RS_2025_08_19,current,,2022-07-25,Illumina HiSeq; PacBio RSII,current,Ocean university of China,haploid,4370890,1,4370890,1900232,43.5,1,1,1,1,1,4370890,1,4370890,4370890,98.52999878,66.66670227,1.149999976,Marinomonas,genus,491948,v1.2.4,GCA_024397855.1,,MB12-11,Marinomonas rhizomae,491948,SOURCE_DATABASE_GENBANK,,
GCA_024397875.1,Amphritea atlantica,84.83000183,GCA_024347255.1,63.75999832,type,Amphritea atlantica,60.43999863,below_threshold_match,category_na,Inconclusive,na,84.83000183,GCA_024347255.1,63.75999832,type,Amphritea atlantica,60.43999863,Amphritea atlantica,Amphritea atlantica,100,,4073,24,4197,Best-placed reference protein set; GeneMarkS-2+,NCBI,2021-04-21,5.1,Unicycler v. 0.4.8,true,partial,PRJNA685000,PRJNA685000,,Metagenomic studies of microbial diversity in East Anglia coastal seawater,SAMN18739888,collection_date,2018-01,,PRJNA685000,,2018-01,,Amphritea atlantica,355243,Microbe sample from Amphritea atlantica,,not collected,,,,GY6,,,,surface seawater,2022-05-02T00:50:26.533,,"Microbe, viral or environmental",,Ocean university of China,Microbe.1.0,,2022-05-02T00:50:26.533,,live,2022-05-02T00:50:26.533,GY6,2021-04-14T02:00:17.930,,Chromosome,ASM2439787v1,partial,,,,,2022-07-25,Illumina HiSeq; PacBio RSII,current,Ocean university of China,haploid,4554109,1,4249033,2312941,51,0.9914,2,2,2,1,4249033,2,4554109,4554109,,,,,,,,GCA_024397875.1,,GY6,Amphritea atlantica,355243,SOURCE_DATABASE_GENBANK,,
GCA_024397975.1,Bacterioplanoides sp. SCSIO 12839,83.12000275,GCA_042648445.1,14.05000019,type,Bacterioplanoides pacificum,14.18000031,genus_match,category_na,OK,na,,no-type,,no_type,na,,Bacterioplanoides sp. SCSIO 12839,Bacterioplanoides sp. SCSIO 12839,67,,3434,11,3512,Best-placed reference protein set; GeneMarkS-2+,NCBI,2021-04-27,5.1,SOAPdenovo v. v1.05,,,PRJNA723412,PRJNA723412,,coral-associated bacteria Genome sequencing and assembly,SAMN18818429,strain,SCSIO 12839,,PRJNA723412,,2016-01,Keywords: GSC:MIxS;MIGS:6.0,Bacterioplanoides sp. SCSIO 12839,2829569,MIGS Cultured Bacterial/Archaeal sample from Bacterioplanoides sp. SCSIO 12839,,China: Sanya,Pocillopora damicornis,,,SCSIO 12839,,,,,2022-06-06T23:11:05.282,18.3 N 110.82 E,"MIGS.ba,MIGS/MIMS/MIMARKS.host-associated",,South China Sea Institute of Oceanology,MIGS.ba.host-associated.6.0,,2022-06-06T00:00:00.000,,live,2022-06-06T23:11:05.282,SCSIO 12839,2021-04-21T02:40:16.806,,Complete Genome,ASM2439797v1,,GCF_024397975.1,GCF_024397975.1-RS_2024_08_18,current,,2022-07-25,Illumina HiSeq PacBio RS,current,South China Sea Institute of Oceanology,haploid,3904512,1,3904512,1871111,48,100,1,1,1,1,3904512,1,3904512,3904512,98.94999695,,1.440000057,Oceanospirillaceae,family,2829569,v1.2.3,GCA_024397975.1,,SCSIO 12839,Bacterioplanoides sp. SCSIO 12839,2829569,SOURCE_DATABASE_GENBANK,,
GCA_024435075.2,Marinomonas maritima,93.23999786,GCA_013372285.1,81.08999634,type,Marinomonas primoryensis,78.27999878,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinomonas maritima,Marinomonas maritima,115,,3548,38,3701,Best-placed reference protein set; GeneMarkS-2+,NCBI,2023-01-27,6.4,SPAdes v. 3.11.1; Unicycler v. 0.4.9,,,PRJNA834949,PRJNA834949,,Marinomonas maritima strain:RSW2 Genome sequencing and assembly,SAMN28087733,strain,RSW2,,PRJNA834949,,2021-03,,Marinomonas maritima,2940935,Microbe sample from Marinomonas maritima,,South Korea: Oido,,,,Genome sequencing of Marinomonas maritima strain:RSW2 new species embl oceanospirillaceae oido yellow sea taxonomy assembly,,,,seawater,2023-10-20T21:08:14.789,,"Microbe, viral or environmental",,Chung-Ang University,Microbe.1.0,,2022-05-31T00:00:00.000,,live,2022-05-31T00:52:03.287,RSW2,2022-05-04T07:35:04.263,,Contig,ASM2443507v2,,GCF_024435075.2,GCF_024435075.2-RS_2025_11_21,current,reference genome,2023-03-13,Illumina HiSeq; Oxford Nanopore MinION,current,Chung-Ang University,haploid,3927049,2,1283646,1705617,43.5,691,5,5,5,2,1283646,,3927049,3927049,93.08000183,50,2.470000029,Marinomonas,genus,2940935,v1.2.4,GCA_024435075.2,,RSW2,Marinomonas maritima,2940935,SOURCE_DATABASE_GENBANK,JAMZEG02,https://www.ncbi.nlm.nih.gov/nuccore/JAMZEG000000000.2
GCA_025214195.1,Marinomonas sp. BSi20414,99.98999786,GCA_003259225.1,99.87999725,type,Marinomonas arctica,99.04000092,genus_match,category_na,OK,na,,no-type,,no_type,na,,Marinomonas sp. BSi20414,Marinomonas sp. BSi20414,68,,3878,179,4125,Best-placed reference protein set; GeneMarkS+,NCBI,2015-02-10,2.9 (rev. 456657),SOAPdenovo v. 2.04,,,PRJNA274867,PRJNA274867,,Marinomonas sp. BSi20584 Genome sequencing and assembly,SAMN03333111,strain,BSi20414,,,,2003,Keywords: GSC:MIxS;MIGS:6.0,Marinomonas sp. BSi20414,388374,MIGS Cultured Bacterial/Archaeal sample from Marinomonas sp. BSi20414,,Arctic Ocean: Canada Basin,,,,BSi20414,,,,,2017-11-15T00:50:04.780,74.37 N 157.53 W,MIGS.ba,,Polar Research Institute of China,MIGS.ba.6.0,,2017-11-15T00:50:04.780,,live,2017-11-15T00:50:04.780,BSi20414,2015-02-08T20:39:13.940,,Scaffold,ASM2521419v1,,GCF_025214195.1,GCF_025214195.1-RS_2025_08_25,current,,2022-09-08,Illumina HiSeq,current,Polar Research Institute of China,haploid,4416941,11,156195,1961578,44.5,281,112,112,98,10,174225,,4416957,4416941,99.09999847,,1.25,Marinomonas,genus,388374,v1.2.4,GCA_025214195.1,,BSi20414,Marinomonas sp. BSi20414,388374,SOURCE_DATABASE_GENBANK,JYBM01,https://www.ncbi.nlm.nih.gov/nuccore/JYBM00000000.1
GCA_025318105.1,Thalassolituus pacificus,88.30000305,GCA_020447205.1,82.04000092,type,Thalassolituus alkanivorans,80.22000122,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Thalassolituus pacificus,Thalassolituus pacificus,59,,3780,31,3870,Best-placed reference protein set; GeneMarkS-2+,NCBI,2022-09-08,6.2,Velvet v. 1.2.10,,,PRJNA874341,PRJNA874341,,Thalassolituus sp. strain 59MF3M-4 Genome sequencing and assembly,SAMN30544767,strain,59MF3M-4,,PRJNA874341,,2020-08-06,Keywords: GSC:MIxS;MIGS:6.0,Thalassolituus pacificus,2975440,MIGS Cultured Bacterial/Archaeal sample from Thalassolituus sp. 59MF3M-4,,Pacific Ocean: western Pacific Ocean,,,,High-quality draft genome sequence of Thalassolituus sp. 59MF3M-4,,,,marine sponge,2023-01-05T21:06:25.042,13 N 134 E,"MIGS.ba,MIGS/MIMS/MIMARKS.water",,"Third Institute of Oceanography, Ministry of Natural Resources, P.R.China",MIGS.ba.water.6.0,,2022-09-21T00:00:00.000,,live,2022-09-21T18:44:54.457,59MF3M-4,2022-08-28T03:48:07.016,,Scaffold,ASM2531810v1,,GCF_025318105.1,GCF_025318105.1-RS_2025_03_29,current,reference genome,2022-09-20,Illumina NovaSeq,current,"Third Institute of Oceanography, Ministry of Natural Resources, P.R.China",haploid,4266400,7,232214,2255090,53,1111,33,49,33,4,520478,,4266791,4266400,97.97000122,,2.980000019,Oceanospirillaceae,family,2975440,v1.2.3,GCA_025318105.1,,59MF3M-4,Thalassolituus pacificus,2975440,SOURCE_DATABASE_GENBANK,JAOANI01,https://www.ncbi.nlm.nih.gov/nuccore/JAOANI000000000.1
GCA_025345565.1,Thalassolituus hydrocarboniclasticus,92.11000061,GCA_020447205.1,86.08000183,type,Thalassolituus alkanivorans,80.26000214,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Thalassolituus hydrocarboniclasticus,Thalassolituus hydrocarboniclasticus,70,,3569,11,3650,Best-placed reference protein set; GeneMarkS-2+,NCBI,2020-06-08,4.11,Velvet v. 1.2.03; HGAP v. 2.0,,,PRJNA637151,PRJNA637151,,Marine carbon metabolism bacteria in the South China Sea,SAMN15097743,strain,alknpb1M-1,,PRJNA637151,,2018-07-08,Keywords: GSC:MIxS;MIGS:6.0,Thalassolituus hydrocarboniclasticus,2742796,MIGS Cultured Bacterial sample from Thalassolituus sp. alknpb1M-1,,China: South China Sea,,,,Complete genome sequence of Thalassolituus sp. alknpb1M-1,,,,seawater,2023-07-12T21:06:48.754,18.4925 N 116.2718 E,"MIGS.ba,MIGS/MIMS/MIMARKS.water",,"Third Institute of Oceanography, Ministry of Natural Resources, P.R.China",MIGS.ba.water.6.0,,2022-09-22T00:00:00.000,,live,2022-09-22T18:39:51.320,alknpb1M-1,2020-06-03T23:58:08.603,,Complete Genome,ASM2534556v1,,GCF_025345565.1,GCF_025345565.1-RS_2025_07_15,current,reference genome,2022-09-21,Illumina NovaSeq; PacBio RSII,current,"Third Institute of Oceanography, Ministry of Natural Resources, P.R.China",haploid,4067951,1,4067951,2170965,53.5,304,1,1,1,1,4067951,1,4067951,4067951,98.94999695,,2.160000086,Oceanospirillaceae,family,2742796,v1.2.4,GCA_025345565.1,,alknpb1M-1,Thalassolituus hydrocarboniclasticus,2742796,SOURCE_DATABASE_GENBANK,,
GCA_025716875.1,Marinomonas sargassi,80.95999908,GCA_000521805.1,11.14999962,type,Marinomonas ushuaiensis,10.47000027,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinomonas sargassi,Marinomonas sargassi,79,,2888,7,2974,Best-placed reference protein set; GeneMarkS-2+,NCBI,2022-10-11,6.3,SOAP v. 2.04,,,PRJNA888246,PRJNA888246,,Marinomonas sargassi strain:C2222 Genome sequencing and assembly,SAMN31212597,strain,C2222,,PRJNA888246,,2017-12,Keywords: GSC:MIxS;MIGS:6.0,Marinomonas sargassi,2984494,MIGS Cultured Bacterial/Archaeal sample from Marinomonas sargassi,,"China: Yantai, Yellow Sea",Sargassum natans,,,Biosyn,,,,seaweed,2023-12-22T21:07:15.991,37.47 N 121.46 E,"MIGS.ba,MIGS/MIMS/MIMARKS.plant-associated",,Xinxiang Medical University,MIGS.ba.plant-associated.6.0,,2022-10-08T00:00:00.000,,live,2022-10-08T04:37:04.669,C2222,2022-10-08T04:37:04.666,,Contig,ASM2571687v1,,GCF_025716875.1,GCF_025716875.1-RS_2025_12_09,current,reference genome,2022-10-16,Illumina HiSeq,current,Xinxiang Medical University,haploid,3138640,3,434146,1315463,42,450,12,12,12,3,434146,,3138640,3138640,85.94999695,,3.180000067,Marinomonas,genus,2984494,v1.2.4,GCA_025716875.1,,C2222,Marinomonas sargassi,2984494,SOURCE_DATABASE_GENBANK,JAOVZB01,https://www.ncbi.nlm.nih.gov/nuccore/JAOVZB000000000.1
GCA_025800125.1,Marinobacterium sp.,82.37999725,GCA_019795155.1,3.720000029,type,Marinobacterium arenosum,3.470000029,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Marinobacterium sp.,Marinobacterium sp.,81,,3903,40,4024,Best-placed reference protein set; GeneMarkS-2+,NCBI,2022-10-18,6.3,MEGAHIT v. MEGAHIT 1.2.9,,,PRJNA576217,PRJNA576217,,High throughput sequencing to understand SCTLD in epidemic reefs in the FL Keys,SAMN31142979,collection_date,2018-06-29,,PRJNA576217,,2018-06-29,Keywords: GSC:MIxS;MIMAG:6.0,Marinobacterium sp.,1902815,MIMAG Metagenome-assembled Genome sample from Marinobacterium sp.,,USA: FL Keys,Stephanocoenia intersepta,,,R2S4C4D Marinobacterium sp.,,R2S4C4D_S44.004,,coral tissue,2022-10-14T15:11:10.831,24.667363 N 81.066473 W,MIMAG.host-associated,,University of Miami -NOAA,MIMAG.host-associated.6.0,,2022-10-05T00:00:00.000,,live,2022-10-05T14:02:25.624,,2022-10-03T22:16:05.213,,Contig,ASM2580012v1,derived from metagenome,,,,,2022-10-23,Illumina HiSeq,current,NOAA/UM,haploid,4482114,32,44170,2335587,52,0.69,204,204,204,32,44170,,4482114,4482114,,,,,,,,GCA_025800125.1,R2S4C4D_S44.004,,Marinobacterium sp.,1902815,SOURCE_DATABASE_GENBANK,JAOXSF01,https://www.ncbi.nlm.nih.gov/nuccore/JAOXSF000000000.1
GCA_025800245.1,Amphritea sp.,83.20999908,GCA_017051665.1,5.050000191,type,Aliamphritea spongicola,4.5,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Amphritea sp.,Amphritea sp.,64,,4198,32,4294,Best-placed reference protein set; GeneMarkS-2+,NCBI,2022-10-18,6.3,MEGAHIT v. MEGAHIT 1.2.9,,,PRJNA576217,PRJNA576217,,High throughput sequencing to understand SCTLD in epidemic reefs in the FL Keys,SAMN31140352,collection_date,2018-06-29,,PRJNA576217,,2018-06-29,Keywords: GSC:MIxS;MIMAG:6.0,Amphritea sp.,1872502,MIMAG Metagenome-assembled Genome sample from Amphritea sp.,,USA: FL Keys,Stephanocoenia intersepta,,,R2S4C1D Amphritea sp.,,R2S4C1D_S41.017,,coral tissue,2022-10-14T15:11:10.656,24.667363 N 81.066473 W,MIMAG.host-associated,,University of Miami -NOAA,MIMAG.host-associated.6.0,,2022-10-05T00:00:00.000,,live,2022-10-05T14:02:25.514,,2022-10-03T14:50:04.823,,Contig,ASM2580024v1,derived from metagenome,,,,,2022-10-23,Illumina HiSeq,current,NOAA/UM,haploid,4412541,54,23710,2281827,51.5,0.69,545,545,545,54,23710,,4412541,4412541,,,,,,,,GCA_025800245.1,R2S4C1D_S41.017,,Amphritea sp.,1872502,SOURCE_DATABASE_GENBANK,JAOXSA01,https://www.ncbi.nlm.nih.gov/nuccore/JAOXSA000000000.1
GCA_026191375.1,Marinomonas pontica,82.97000122,GCA_019426345.1,50.31999969,type,Marinomonas lutimaris,39.36000061,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinomonas pontica,Marinomonas pontica,82,,3297,191,3570,Best-placed reference protein set; GeneMarkS-2+,NCBI,2022-09-20,6.2,Flye v. 2.9.1,,,PRJNA880791,PRJNA880791,,Marinomonas pontica strain:LMG 22531 Genome sequencing and assembly,SAMN30863697,strain,LMG 22531,,PRJNA880791,,2022-09,,Marinomonas pontica,264739,Microbe sample from Marinomonas pontica,,Not provided,,,,Genomic DNA extraction of Marinomonas pontica LMG 22531,,,,seawater,2022-09-25T00:50:11.947,,"Microbe, viral or environmental",,Chung-Ang University,Microbe.1.0,,2022-09-25T00:50:11.947,,live,2022-09-25T00:50:11.947,LMG 22531,2022-09-14T22:39:03.737,,Contig,ASM2619137v1,,GCF_026191375.1,GCF_026191375.1-RS_2025_12_23,current,,2022-11-15,Oxford Nanopore MinION,current,Chung-Ang University,haploid,3554296,14,84296,1612410,45.5,13,62,62,62,14,84296,,3554296,3554296,88.73000336,,2.140000105,Marinomonas,genus,264739,v1.2.4,GCA_026191375.1,,LMG 22531,Marinomonas pontica,264739,SOURCE_DATABASE_GENBANK,JAODTL01,https://www.ncbi.nlm.nih.gov/nuccore/JAODTL000000000.1
GCA_026196225.1,Motiliproteus sp.,86.5,GCA_042648445.1,0.560000002,type,Bacterioplanoides pacificum,0.589999974,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Motiliproteus sp.,Motiliproteus sp.,62,,3677,48,3787,Best-placed reference protein set; GeneMarkS-2+,NCBI,2022-11-10,6.3,megahit v. 1.2.23,,,PRJNA896156,PRJNA896156,,Salt Marsh bioreactor recovery of metagenomic assembled genomes Metagenome,SAMN31562262,collection_date,2015-12-08,,PRJNA896156,,2015-12-08,Keywords: GSC:MIxS;MIMAG:6.0,Motiliproteus sp.,1898955,MIMAG Metagenome-assembled Genome sample from Motiliproteus sp.,,USA: West Creek Plum Island Estuary,,,,Motiliproteus sp._N1D-Bin_8,,N1D-Bin_8,,Nitrate enriched sediment from core 1 20 to 25cm,2022-11-10T15:02:27.038,42.759 N 70.891 W,MIMAG.sediment,,Northeastern University,MIMAG.sediment.6.0,,2022-11-02T00:00:00.000,,live,2022-11-02T12:05:27.116,,2022-11-01T19:39:05.106,,Contig,ASM2619622v1,derived from metagenome,,,,,2022-11-15,Illumina NextSeq,current,Northeastern University,haploid,3963401,30,46057,1989337,50,11.6,138,138,138,30,46057,,3963401,3963401,,,,,,,,GCA_026196225.1,N1D-Bin_8,,Motiliproteus sp.,1898955,SOURCE_DATABASE_GENBANK,JAPHRD01,https://www.ncbi.nlm.nih.gov/nuccore/JAPHRD000000000.1
