protein,qseqid,query accession,sseqid,sscinames,bitscore,evalue,length,qlen,qcovs,slen,pident,staxids,stitle
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_092432161.1|,Geopseudomonas sagittaria,955,0,491,492,99,493,91.242,1135990,nitrogenase molybdenum-iron protein alpha chain [Geopseudomonas sagittaria]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_290586797.1|,unclassified Ketobacter,955,0,481,492,98,494,93.555,2072747;2083498;2639109,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [unclassified Ketobacter]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_221797274.1|,Oceanobacter mangrovi,954,0,481,492,98,493,93.347,2862510,nitrogenase molybdenum-iron protein alpha chain [Oceanobacter mangrovi]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_102654333.1|,Billgrantia endophytica,954,0,490,492,99,493,91.224,2033802,nitrogenase molybdenum-iron protein alpha chain [Billgrantia endophytica]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MAQ27750.1|,Pseudomonadales bacterium,954,0,481,492,98,494,93.347,1891229;1913989;2083498,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MAD47639.1|,Oceanospirillaceae bacterium,954,0,480,492,98,493,93.333,1899355,nitrogenase molybdenum-iron protein alpha chain [Oceanospirillaceae bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,tpg|HRH76241.1|,Cellvibrionaceae bacterium,954,0,491,492,99,493,91.242,2026723,nitrogenase molybdenum-iron protein alpha chain [Cellvibrionaceae bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_044616593.1|,Gynuella sunshinyii,953,0,491,492,99,493,91.446,1445505;1445510,nitrogenase molybdenum-iron protein alpha chain [Gynuella sunshinyii]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MGB1091357.1|,Oceanobacter sp.,953,0,481,492,98,494,93.347,2030817,nitrogenase molybdenum-iron protein alpha chain [Oceanobacter sp.]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_160965926.1|,Pseudomaricurvus sp. HS19,953,0,490,492,99,493,91.224,2692626,nitrogenase molybdenum-iron protein alpha chain [Pseudomaricurvus sp. HS19]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MBA56595.1|,Pseudomonadales bacterium,953,0,481,492,98,494,93.139,1891229;2083498,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,dbj|BFR61774.1|,Cellvibrionaceae bacterium NBRC 116180,953,0,491,492,99,493,91.039,3157693,nitrogenase molybdenum-iron protein alpha chain [Cellvibrionaceae bacterium NBRC 116180]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MAQ22988.1|,Pseudomonadales bacterium,953,0,481,492,98,494,93.139,1891229,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MAR89780.1|,Pseudomonadales bacterium,952,0,491,492,99,493,91.446,1891229;1977087,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MEC8810248.1|,Pseudomonadota bacterium,952,0,480,492,98,494,93.333,1872427;1977087,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadota bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,dbj|GAB1260428.1|,Cellvibrionaceae bacterium NBRC 116180,952,0,491,492,99,493,90.835,3157693,nitrogenase molybdenum-iron protein alpha chain [Cellvibrionaceae bacterium NBRC 116180]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_135441229.1|,Mangrovimicrobium sediminis,951,0,492,492,99,495,91.463,2562682,nitrogenase molybdenum-iron protein alpha chain [Mangrovimicrobium sediminis]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_233089743.1|,Sessilibacter corallicola,951,0,490,492,99,493,90.612,2904075,nitrogenase molybdenum-iron protein alpha chain [Sessilibacter corallicola]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MAA60612.1|,Pseudomonadales bacterium,950,0,481,492,98,494,93.139,1891229,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_377814332.1|,Azotobacter bryophylli,949,0,491,492,99,493,90.631,1986537,nitrogenase molybdenum-iron protein alpha chain [Azotobacter bryophylli]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|TNE82215.1|,Gammaproteobacteria bacterium,948,0,491,492,99,493,90.631,1913989,MAG: nitrogenase molybdenum-iron protein alpha chain [Gammaproteobacteria bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_317933207.1|,Halioxenophilus sp. WMMB6,948,0,490,492,99,493,90.612,3073815,nitrogenase molybdenum-iron protein alpha chain [Halioxenophilus sp. WMMB6]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_428241796.1|,Gynuella sp.,947,0,491,492,99,493,90.835,2969146,nitrogenase molybdenum-iron protein alpha chain [Gynuella sp.]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,tpg|HMW46814.1|,Cellvibrionaceae bacterium,947,0,482,492,98,485,92.324,2026723,nitrogenase molybdenum-iron protein alpha chain [Cellvibrionaceae bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_212543546.1|,Stutzerimonas balearica,947,0,491,492,99,493,90.224,74829,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas balearica]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MFT3931150.1|,Spongiibacteraceae bacterium,947,0,492,492,99,494,90.244,2026793,nitrogenase molybdenum-iron protein alpha chain [Spongiibacteraceae bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_320548691.1|,Pseudomonas sp. AN-1,947,0,491,492,99,493,90.224,3096605,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp. AN-1]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|TVZ38785.1|,Alteromonadaceae bacterium 2753L.S.0a.02,947,0,490,492,99,493,90.204,1403320,nitrogenase molybdenum-iron protein alpha chain [Alteromonadaceae bacterium 2753L.S.0a.02]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_003294715.1|,Stutzerimonas stutzeri,947,0,491,492,99,493,90.631,316;1218352,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_200649976.1|,Stutzerimonas stutzeri,946,0,491,492,99,493,90.631,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_028240787.1|,Stutzerimonas azotifigens,946,0,491,492,99,493,90.224,291995;1292027,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas azotifigens]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_265660001.1|,Stutzerimonas stutzeri,946,0,491,492,99,493,90.224,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_018277247.1|,Teredinibacter turnerae,946,0,490,492,99,493,90,2426;1056819;1056820;1070977;1206095,nitrogenase molybdenum-iron protein alpha chain [Teredinibacter turnerae]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_217681574.1|,Geopseudomonas aromaticivorans,945,0,491,492,99,493,90.02,2849492,nitrogenase molybdenum-iron protein alpha chain [Geopseudomonas aromaticivorans]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_045825324.1|,Teredinibacter turnerae,945,0,490,492,99,493,89.796,2426,nitrogenase molybdenum-iron protein alpha chain [Teredinibacter turnerae]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_015817787.1|,Teredinibacter turnerae,945,0,490,492,99,493,89.796,2426;377629;1056817;1056818;1073969,nitrogenase molybdenum-iron protein alpha chain [Teredinibacter turnerae]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_037041275.1|,Pseudomonas sp. BAY1663,945,0,491,492,99,493,90.02,1439940,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp. BAY1663]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_003298002.1|,Pseudomonadota,944,0,491,492,99,493,90.02,316;924;1224;1211807;1212548;3035478,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [Pseudomonadota]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_201485708.1|,Pseudomonas sp. OF001,944,0,491,492,99,493,89.817,2772300,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp. OF001]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_313023764.1|,Pseudomonas lopnurensis,944,0,491,492,99,493,90.224,1477517,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas lopnurensis]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,emb|SMF28112.1|,Alteromonadaceae bacterium Bs31,944,0,490,492,99,493,89.796,1304903,Mo-nitrogenase MoFe protein subunit NifD precursor [Alteromonadaceae bacterium Bs31]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_102894051.1|,Stutzerimonas stutzeri,944,0,491,492,99,493,90.02,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MCG8534811.1|,Pseudomonadales bacterium,944,0,491,492,99,493,89.817,1891229,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_136489254.1|,Pseudomonas sp. A-1,943,0,491,492,99,493,89.817,1821274,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp. A-1]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|NPU93490.1|,Gammaproteobacteria bacterium,942,0,491,492,99,493,90.631,1913989,nitrogenase molybdenum-iron protein alpha chain [Gammaproteobacteria bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MFZ5602632.1|,Pseudomonadota bacterium,942,0,491,492,99,493,90.631,1977087,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadota bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_011912505.1|,Stutzerimonas,942,0,491,492,99,493,89.817,306;316;379731;996285;1212549;1802004;1977087;2717474;2901164;3035479,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MCQ4346774.1|,Stutzerimonas stutzeri,941,0,490,492,99,493,89.592,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,tpg|HAR04893.1|,Pseudomonas sp.,941,0,491,492,99,493,89.613,306,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp.]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_428602030.1|,Pseudomonas sp.,941,0,491,492,99,493,89.613,306,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp.]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_386364791.1|,Stutzerimonas tarimensis,940,0,491,492,99,493,90.224,1507735,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas tarimensis]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|OHC65405.1|,Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210,940,0,491,492,99,493,89.817,1802007,MAG: nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_172148990.1|,Pseudomonas tumuqii,940,0,491,492,99,493,89.817,2715755,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas tumuqii]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MCG8383136.1|,Gammaproteobacteria bacterium,938,0,491,492,99,492,90.428,1913989,nitrogenase molybdenum-iron protein alpha chain [Gammaproteobacteria bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_304843970.1|,Fluviicoccus sp.,938,0,491,492,99,499,90.631,2003552,nitrogenase molybdenum-iron protein alpha chain [Fluviicoccus sp.]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_418259647.1|,Haliea sp. E17,938,0,481,492,98,495,91.892,3401576,nitrogenase molybdenum-iron protein alpha chain [Haliea sp. E17]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,tpg|HBA35504.1|,Gammaproteobacteria bacterium,938,0,491,492,99,492,90.224,1913989,nitrogenase molybdenum-iron protein alpha chain [Gammaproteobacteria bacterium]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_090349185.1|,Pseudomonas oryzae,937,0,491,492,99,493,89.817,1392877,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas oryzae]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,dbj|GAB2191155.1|,Sessilibacter sp. MAH1,937,0,491,492,99,493,89.817,3394570;3394571;3394572;3394573,nitrogenase molybdenum-iron protein alpha chain [Sessilibacter sp. MAH1]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_193682426.1|,Pseudomonas lopnurensis,936,0,491,492,99,493,89.002,1477517,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas lopnurensis]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_131183835.1|,Stutzerimonas kirkiae,935,0,491,492,99,493,88.187,2211392,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas kirkiae]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_042921675.1|,Stutzerimonas stutzeri,935,0,491,492,99,493,88.798,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_090619181.1|,Azotobacter beijerinckii,932,0,491,492,99,493,89.002,170623,nitrogenase molybdenum-iron protein alpha chain [Azotobacter beijerinckii]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_183166806.1|,Azomonas macrocytogenes,932,0,491,492,99,493,88.595,69962,nitrogenase molybdenum-iron protein alpha chain [Azomonas macrocytogenes]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_131189641.1|,Stutzerimonas kirkiae,931,0,491,492,99,493,87.984,2211392,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas kirkiae]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|MFB8830574.1|,Azotobacter sp. CWF10,931,0,491,492,99,492,89.206,3344191,nitrogenase molybdenum-iron protein alpha chain [Azotobacter sp. CWF10]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_165893567.1|,Azotobacter chroococcum,930,0,491,492,99,492,89.206,353,nitrogenase molybdenum-iron protein alpha chain [Azotobacter chroococcum]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_131298259.1|,Azotobacter chroococcum,930,0,491,492,99,492,89.206,353,nitrogenase molybdenum-iron protein alpha chain [Azotobacter chroococcum]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|OHC13364.1|,Pseudomonadales bacterium GWC1_66_9,929,0,491,492,99,492,89.002,1817753,MAG: nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium GWC1_66_9]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_349572214.1|,Azotobacter salinestris,929,0,491,492,99,492,89.002,69964,nitrogenase molybdenum-iron protein alpha chain [Azotobacter salinestris]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_039800831.1|,Azotobacter chroococcum,929,0,491,492,99,492,89.002,353;1328314;2528971,nitrogenase molybdenum-iron protein alpha chain [Azotobacter chroococcum]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,dbj|BAD90117.1|,Stutzerimonas azotifigens,929,0,473,492,96,476,91.966,291995,"dinitrogenase MoFe protein alpha subunit, partial [Stutzerimonas azotifigens]"
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_152387827.1|,Azotobacter salinestris,927,0,491,492,99,492,88.798,69964,nitrogenase molybdenum-iron protein alpha chain [Azotobacter salinestris]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,dbj|GAB3373290.1|,Azotobacter armeniacus,925,0,491,492,99,492,88.595,270345,nitrogenase molybdenum-iron protein alpha chain [Azotobacter armeniacus]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_065835948.1|,Pseudomonas syringae,922,0,491,492,99,493,87.984,317,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas syringae]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_229606142.1|,Pseudomonas,922,0,478,492,97,493,90.377,286;2892443;3252651,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [Pseudomonas]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_012698832.1|,Azotobacter,921,0,491,492,99,492,88.187,352;354;322710;1283330;1283331;1314750;3083257,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [Azotobacter]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_376947731.1|,Azorhizophilus paspali,921,0,491,492,99,492,88.187,69963,nitrogenase molybdenum-iron protein alpha chain [Azorhizophilus paspali]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,pdb|8P8G|A,Azotobacter vinelandii DJ,921,0,491,492,99,500,88.187,322710,"Chain A, Nitrogenase protein alpha chain [Azotobacter vinelandii DJ]"
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,ref|WP_144570099.1|,Azomonas agilis,920,0,491,492,99,493,87.169,116849,nitrogenase molybdenum-iron protein alpha chain [Azomonas agilis]
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,pdb|1L5H|A,Azotobacter vinelandii,920,0,491,492,99,491,87.984,354,"Chain A, nitrogenase molybdenum-iron protein alpha chain [Azotobacter vinelandii]"
NifD,ARC_Gamma03___contig_1_2982,ARC_Gamma03,gb|NNM51977.1|,Pseudomonadales bacterium,920,0,490,492,99,493,87.551,1891229,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_369855492.1|,Candidatus Thalassolituus haligoni,596,0,294,294,100,294,100,3100113,nitrogenase iron protein [Candidatus Thalassolituus haligoni]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_416206076.1|,Oceanobacter antarcticus,593,0,294,294,100,294,99.32,3133425,nitrogenase iron protein [Oceanobacter antarcticus]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_303432267.1|,unclassified Oceanobacter,573,0,294,294,100,294,95.918,2620260;3062618;3062619;3062622;3062623;3062645,MULTISPECIES: nitrogenase iron protein [unclassified Oceanobacter]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,dbj|GAB2196692.1|,Sessilibacter sp. MAH3,561,0,291,294,99,291,93.814,3394572;3394573,nitrogenase iron protein [Sessilibacter sp. MAH3]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_317933279.1|,Halioxenophilus sp. WMMB6,561,0,290,294,99,290,94.483,3073815,nitrogenase iron protein [Halioxenophilus sp. WMMB6]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,dbj|GAB2191156.1|,Sessilibacter sp. MAH1,560,0,288,294,98,290,94.097,3394570;3394571,nitrogenase iron protein [Sessilibacter sp. MAH1]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|TVZ38784.1|,Alteromonadaceae bacterium 2753L.S.0a.02,557,0,294,294,100,295,92.517,1403320,Mo-nitrogenase iron protein subunit NifH [Alteromonadaceae bacterium 2753L.S.0a.02]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_221797272.1|,Oceanobacter mangrovi,556,0,290,294,99,292,93.448,2862510,nitrogenase iron protein [Oceanobacter mangrovi]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,dbj|BFR61775.1|,Cellvibrionaceae bacterium NBRC 116180,555,0,289,294,98,291,93.08,3157693,nitrogenase iron protein [Cellvibrionaceae bacterium NBRC 116180]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|MGB1090738.1|,Oceanobacter sp.,555,0,292,294,99,292,92.808,2030817,nitrogenase iron protein [Oceanobacter sp.]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,dbj|GAB1260429.1|,Cellvibrionaceae bacterium NBRC 116180,555,0,289,294,98,291,93.08,3157693,nitrogenase iron protein [Cellvibrionaceae bacterium NBRC 116180]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_290575609.1|,Ketobacter sp.,555,0,291,294,99,291,93.471,2083498,nitrogenase iron protein [Ketobacter sp.]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|MEE2730220.1|,Pseudomonadota bacterium,554,0,291,294,99,291,93.127,1977087,nitrogenase iron protein [Pseudomonadota bacterium]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_027854782.1|,Marinobacterium litorale,553,0,291,294,99,291,92.096,404770;1122201;1899355,nitrogenase iron protein [Marinobacterium litorale]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|MAR01350.1|,Oceanospirillaceae bacterium,553,0,291,294,99,291,91.753,1899355,nitrogenase iron protein [Oceanospirillaceae bacterium]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_418259648.1|,Haliea sp. E17,553,0,294,294,100,294,91.497,3401576,nitrogenase iron protein [Haliea sp. E17]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_290586800.1|,unclassified Ketobacter,552,0,291,294,99,291,93.127,1872427;1891229;1913989;1977087;2030817;2072747;2083498;2639109,MULTISPECIES: nitrogenase iron protein [unclassified Ketobacter]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|TNE82214.1|,Gammaproteobacteria bacterium,551,0,291,294,99,293,92.44,1913989,MAG: nitrogenase iron protein [Gammaproteobacteria bacterium]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,ref|WP_075185654.1|,Teredinibacter haidensis,551,0,294,294,100,295,90.816,1500539;2731755,nitrogenase iron protein [Teredinibacter haidensis]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|MAR89781.1|,Pseudomonadales bacterium,551,0,291,294,99,293,92.096,1891229;1977087,nitrogenase iron protein [Pseudomonadales bacterium]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|MDK2776197.1|,Pseudomonadota bacterium,550,0,290,294,99,292,92.069,1977087,nitrogenase iron protein [Pseudomonadota bacterium]
NifH,ARC_Gamma03___contig_1_2983,ARC_Gamma03,gb|MCG8313866.1|,Pseudomonadales bacterium,550,0,288,294,98,290,93.056,1891229,nitrogenase iron protein [Pseudomonadales bacterium]
